Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2/1/2023 21:24,Back,18m,Seated Wide-Grip Row (Cable),1,35,16,0,0,,,
2/1/2023 21:24,Back,18m,Seated Wide-Grip Row (Cable),2,35,16,0,0,,,
2/1/2023 21:24,Back,18m,Seated Wide-Grip Row (Cable),3,42,6,0,0,,,
2/1/2023 21:47,Chest,12m,1 Arm Heavy Crossover,1,35,12,0,0,,,
2/1/2023 21:47,Chest,12m,1 Arm Heavy Crossover,2,35,12,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Bicep Curl (Dumbbell),1,16,12,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Bicep Curl (Dumbbell),2,20,4,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Bicep Curl (Dumbbell),3,16,8,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Bicep Curl (Dumbbell),4,16,8,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Bicep Curl (Dumbbell),5,14,8,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Pushdown (Cable - Straight Bar),1,42,12,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Pushdown (Cable - Straight Bar),2,42,6,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Pushdown (Cable - Straight Bar),3,42,4,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Pushdown (Cable - Straight Bar),4,42,8,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Extension (Cable),1,21,7,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Extension (Cable),2,14,7,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Extension (Cable),3,14,12,0,0,,,
4/1/2023 17:42,Arms ,1h 26m,Triceps Extension (Cable),4,14,6,0,0,,,
